id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
RNF17	18	0.19593	0.71793	1.0	9432	7	0.262	0.088864	0.25256	0.789834	6894	9	0.262
BCL9	16	0.19593	0.69977	1.0	9433	6	0.10387	0.55073	0.79858	1.0	15447	4	0.10387
GPAT2	18	0.196	0.71793	1.0	9434	7	-0.022089	0.35599	0.65503	1.0	12842	6	-0.022089
LYPLA1	15	0.19601	0.6889	1.0	9435	7	-0.25044	0.3429	0.62259	1.0	12637	5	-0.25044
JPH3	18	0.19601	0.71793	1.0	9436	7	0.10853	0.21247	0.48221	1.0	10220	9	0.10853
CHI3L2	9	0.19604	0.58298	1.0	9437	3	0.043482	0.27277	0.50421	1.0	11437	4	0.043482
LRBA	18	0.19605	0.71793	1.0	9438	8	-0.096971	0.26258	0.5542	1.0	11281	8	-0.096971
PRLH	18	0.19608	0.71793	1.0	9439	6	0.122	0.12281	0.32387	0.863409	8027	7	0.122
HTT	17	0.19613	0.71059	1.0	9440	6	0.39941	0.052766	0.1694	0.667553	5511	9	0.39941
hsa-mir-127	9	0.19613	0.58298	1.0	9441	4	-0.13616	0.88	0.923	1.0	19060	2	-0.13616
C1GALT1	18	0.19615	0.71809	1.0	9442	3	0.69351	0.0067022	0.030961	0.312153	2115	10	0.69351
GSTT2	8	0.19626	0.55954	1.0	9443	3	0.2488	0.36581	0.58325	1.0	12984	4	0.2488
GPSM1	16	0.19626	0.69977	1.0	9444	7	-0.21046	0.49065	0.7598	1.0	14715	6	-0.21046
RAF1	18	0.19627	0.71809	1.0	9445	6	0.0003115	0.51766	0.78696	1.0	15035	7	0.0003115
LHX5	18	0.19631	0.71809	1.0	9446	6	0.35535	0.0001467	0.0066598	0.22619	414	10	0.35535
NDUFV2	16	0.19638	0.69977	1.0	9447	5	0.014261	0.0050244	0.024364	0.292935	1850	7	0.014261
TNFRSF11B	18	0.19638	0.71809	1.0	9448	7	0.023393	0.36498	0.66421	1.0	12972	7	0.023393
hsa-mir-6881	9	0.19639	0.5836	1.0	9449	2	-0.089905	0.89147	0.92877	1.0	19191	1	-0.089905
CCDC93	18	0.19639	0.71809	1.0	9450	4	0.058735	0.097811	0.2753	0.818424	7195	6	0.058735
IFI27	18	0.1964	0.71809	1.0	9451	6	-0.047142	0.16477	0.39742	0.936065	9110	8	-0.047142
ATP5F1	17	0.19641	0.7108	1.0	9452	6	-0.10606	0.85425	0.95365	1.0	18749	4	-0.10606
SLC25A43	18	0.19652	0.71893	1.0	9453	6	-0.10415	0.84957	0.95306	1.0	18708	4	-0.10415
CCDC159	18	0.19652	0.71893	1.0	9454	8	-0.014005	0.33057	0.63094	1.0	12427	8	-0.014005
PADI1	18	0.19655	0.71893	1.0	9455	8	-0.22115	0.50648	0.7817	1.0	14903	4	-0.22115
MDH2	18	0.19656	0.71893	1.0	9456	4	0.024609	0.55621	0.81265	1.0	15525	6	0.024609
ZNF619	18	0.19665	0.71902	1.0	9457	7	-0.1465	0.98515	0.99442	1.0	20242	2	-0.1465
SLC30A7	18	0.19668	0.71916	1.0	9458	5	0.39024	0.0071672	0.0321	0.314838	2182	12	0.39024
SEC14L3	18	0.19673	0.71916	1.0	9459	6	-0.05085	0.16011	0.38755	0.924815	8999	6	-0.05085
CER1	17	0.19677	0.7109	1.0	9460	7	-0.1612	0.56528	0.81858	1.0	15632	5	-0.1612
CHRNA1	18	0.19683	0.71949	1.0	9461	8	0.15732	0.19046	0.44231	0.978214	9713	7	0.15732
WDR47	18	0.19684	0.71949	1.0	9462	6	0.041671	0.16246	0.39103	0.927411	9056	7	0.041671
CXCL14	18	0.19689	0.71949	1.0	9463	7	-0.14733	0.37659	0.67146	1.0	13161	5	-0.14733
HBD	18	0.19692	0.71949	1.0	9464	6	0.041235	0.26495	0.5563	1.0	11312	7	0.041235
RPL4	14	0.19699	0.67782	1.0	9465	5	0.16761	0.0073402	0.029579	0.307365	2206	7	0.16761
TCEAL7	14	0.19699	0.67782	1.0	9466	3	0.33327	0.091913	0.24305	0.773228	7003	6	0.33327
ST8SIA5	16	0.197	0.70005	1.0	9467	6	-0.062865	0.74509	0.90492	1.0	17692	3	-0.062865
OIT3	18	0.19706	0.71949	1.0	9468	4	0.10289	0.11146	0.29863	0.838367	7661	7	0.10289
TTC17	18	0.19708	0.71949	1.0	9469	5	0.18989	0.054774	0.18008	0.686707	5604	9	0.18989
SLC17A2	18	0.1971	0.71949	1.0	9470	8	0.14103	0.13235	0.34465	0.8836	8335	9	0.14103
ATP5E	12	0.19713	0.652	1.0	9471	5	0.20077	0.21998	0.46165	0.99743	10372	4	0.20077
CD34	18	0.19723	0.71978	1.0	9472	7	0.16086	0.18882	0.44009	0.977901	9665	9	0.16086
FGF14	17	0.19727	0.71156	1.0	9473	7	0.020187	0.43595	0.71904	1.0	13980	5	0.020187
C8B	18	0.19728	0.71978	1.0	9474	7	0.16285	0.037779	0.13564	0.617424	4679	9	0.16285
SMCO4	18	0.19733	0.71978	1.0	9475	7	-0.24324	0.12162	0.31829	0.856096	7991	5	-0.24324
PHB2	18	0.19734	0.71978	1.0	9476	6	0.20444	0.044852	0.15407	0.64629	5083	9	0.20444
FAM3D	18	0.19739	0.71978	1.0	9477	8	-0.15794	0.72895	0.90766	1.0	17526	5	-0.15794
OTX1	18	0.19742	0.71978	1.0	9478	7	-0.032469	0.62779	0.85789	1.0	16436	6	-0.032469
EDIL3	17	0.19745	0.71156	1.0	9479	7	-0.14599	0.61145	0.83949	1.0	16230	6	-0.14599
HUNK	18	0.19746	0.71978	1.0	9480	5	-0.061015	0.9898	0.99599	1.0	20327	3	-0.061015
RPS25	16	0.19754	0.70043	1.0	9481	7	-0.01111	0.53057	0.78564	1.0	15188	6	-0.01111
IFNA5	17	0.1976	0.71167	1.0	9482	6	0.12299	0.075094	0.21762	0.739034	6404	8	0.12299
AKR1B15	18	0.19761	0.71992	1.0	9483	5	0.20512	0.0275	0.10065	0.533827	4037	9	0.20512
REST	18	0.19761	0.71992	1.0	9484	4	0.20247	0.24591	0.52708	1.0	10935	9	0.20247
PMS2	18	0.19762	0.71992	1.0	9485	5	-0.015335	0.17422	0.41202	0.948061	9333	6	-0.015335
KIAA1239	18	0.19763	0.71992	1.0	9486	4	0.1564	0.27995	0.57249	1.0	11556	8	0.1564
CCSER1	16	0.1977	0.70088	1.0	9487	5	0.17941	0.46756	0.74573	1.0	14396	7	0.17941
CHTOP	18	0.19773	0.7201	1.0	9488	5	0.40444	0.018626	0.070525	0.447126	3385	10	0.40444
C3orf79	18	0.19788	0.7201	1.0	9489	5	0.058105	0.75509	0.91806	1.0	17802	4	0.058105
IL27	18	0.19788	0.7201	1.0	9490	7	-0.089327	0.91431	0.9751	1.0	19419	4	-0.089327
PSTPIP1	16	0.19792	0.70088	1.0	9491	4	0.14341	0.20892	0.46611	1.0	10131	7	0.14341
RSAD1	18	0.19795	0.7202	1.0	9492	6	0.045902	0.27186	0.56615	1.0	11414	7	0.045902
LRWD1	18	0.19796	0.7202	1.0	9493	8	-0.13366	0.68248	0.88312	1.0	17008	6	-0.13366
BCL11B	18	0.19797	0.7202	1.0	9494	6	-0.063398	0.21822	0.49226	1.0	10338	7	-0.063398
SASH3	18	0.19808	0.7202	1.0	9495	8	-0.024816	0.17618	0.41461	0.950786	9376	6	-0.024816
ANKRD42	17	0.19809	0.71176	1.0	9496	4	-0.028732	0.35891	0.6501	1.0	12882	4	-0.028732
USF2	18	0.19809	0.7202	1.0	9497	7	0.020695	0.30823	0.60503	1.0	12061	5	0.020695
PRR21	18	0.19811	0.7202	1.0	9498	8	-0.22239	0.90567	0.97361	1.0	19347	4	-0.22239
ULK2	16	0.19815	0.70104	1.0	9499	6	-0.29659	0.21659	0.47678	1.0	10311	6	-0.29659
BEST2	18	0.19817	0.7202	1.0	9500	8	0.030059	0.48923	0.76786	1.0	14695	5	0.030059
C1orf122	18	0.19819	0.72039	1.0	9501	5	-0.1091	0.98341	0.99412	1.0	20217	2	-0.1091
PCSK5	18	0.19827	0.72039	1.0	9502	7	-0.047521	0.42199	0.71298	1.0	13788	6	-0.047521
CACTIN	18	0.19837	0.72118	1.0	9503	5	0.23234	0.0028641	0.017842	0.261241	1420	9	0.23234
COPE	18	0.19841	0.72118	1.0	9504	7	-0.143	0.86887	0.95978	1.0	18926	4	-0.143
F2	18	0.19846	0.72118	1.0	9505	6	-0.0031441	0.85415	0.95432	1.0	18748	5	-0.0031441
CDKL4	17	0.19848	0.71309	1.0	9506	6	0.30153	0.068004	0.20528	0.72507	6141	10	0.30153
OR52D1	18	0.19849	0.72118	1.0	9507	5	0.64121	0.00097452	0.010182	0.22619	925	11	0.64121
NR5A1	18	0.19858	0.72118	1.0	9508	8	-0.18466	0.13068	0.34371	0.8836	8278	7	-0.18466
HOXA2	18	0.19859	0.72118	1.0	9509	7	-0.052198	0.4376	0.72684	1.0	14000	6	-0.052198
TRIM38	18	0.19861	0.72118	1.0	9510	3	0.13746	1.1742e-05	7.921e-05	0.010942	149	9	0.13746
PDZK1	18	0.19865	0.72132	1.0	9511	4	0.4487	0.0033107	0.019797	0.271687	1530	11	0.4487
SSBP4	18	0.1987	0.72132	1.0	9512	7	-0.18691	0.99169	0.99669	1.0	20367	2	-0.18691
RXRG	17	0.19872	0.71382	1.0	9513	6	0.2509	0.06675	0.20336	0.723103	6085	8	0.2509
EPO	18	0.19874	0.72227	1.0	9514	7	-0.22188	0.42286	0.71381	1.0	13799	4	-0.22188
ISL2	18	0.19875	0.72227	1.0	9515	4	0.30693	0.015826	0.06113	0.417935	3135	12	0.30693
HOOK1	18	0.19877	0.72227	1.0	9516	7	-0.019504	0.14425	0.36498	0.90754	8618	7	-0.019504
NKIRAS1	18	0.1988	0.72227	1.0	9517	6	0.11902	0.043451	0.14905	0.636195	5009	9	0.11902
LEMD2	18	0.19882	0.72227	1.0	9518	3	0.36549	0.037824	0.13576	0.617424	4684	11	0.36549
FCER1A	18	0.19902	0.72228	1.0	9519	8	-0.045517	0.072168	0.21608	0.736071	6307	7	-0.045517
ZNF225	18	0.19909	0.72228	1.0	9520	5	0.30991	0.0021969	0.015062	0.246163	1274	10	0.30991
METTL22	18	0.19921	0.72228	1.0	9521	4	0.28283	0.085229	0.24298	0.773228	6772	10	0.28283
RAC2	18	0.19924	0.72228	1.0	9522	7	-0.074037	0.13838	0.3539	0.893059	8488	7	-0.074037
BCL7A	18	0.19931	0.72244	1.0	9523	5	0.46904	0.027783	0.1015	0.535168	4057	11	0.46904
ATP6V1C2	18	0.19936	0.72252	1.0	9524	8	-0.12131	0.85635	0.95504	1.0	18785	3	-0.12131
TTLL5	17	0.19939	0.71479	1.0	9525	6	0.64023	0.0061855	0.028598	0.303465	2041	9	0.64023
NIPA1	18	0.1994	0.72252	1.0	9526	6	0.089347	0.032964	0.11814	0.578092	4368	8	0.089347
NDST4	18	0.1994	0.72252	1.0	9527	8	-0.1371	0.42298	0.71381	1.0	13802	7	-0.1371
DOT1L	17	0.19944	0.71479	1.0	9528	7	-0.1904	0.13011	0.33604	0.878304	8256	3	-0.1904
CMC4	17	0.19949	0.71491	1.0	9529	7	0.17826	0.45199	0.73552	1.0	14187	7	0.17826
HIBCH	17	0.19949	0.71491	1.0	9530	7	-0.10938	0.020843	0.077418	0.4682	3564	7	-0.10938
ANKZF1	18	0.1995	0.72252	1.0	9531	7	-0.024809	0.47942	0.76219	1.0	14569	7	-0.024809
CPLX4	18	0.19975	0.72269	1.0	9532	8	-0.21041	0.12662	0.33298	0.873249	8159	7	-0.21041
OR8G5	18	0.19979	0.72269	1.0	9533	6	0.51468	0.014782	0.056928	0.399939	3050	11	0.51468
COX6A1	18	0.19991	0.72269	1.0	9534	4	0.002299	0.8254	0.9443	1.0	18473	5	0.002299
MBD3L5	15	0.19998	0.69567	1.0	9535	6	0.0011441	0.83033	0.93883	1.0	18525	4	0.0011441
HSPE1	13	0.19998	0.66438	1.0	9536	4	0.22822	0.0021416	0.012694	0.235111	1257	6	0.22822
NEDD8-MDP1	18	0.20002	0.72269	1.0	9537	8	-0.28006	0.43516	0.72449	1.0	13971	6	-0.28006
EXOSC7	18	0.2001	0.72269	1.0	9538	7	0.03709	0.14963	0.37445	0.915947	8753	8	0.03709
ASZ1	17	0.20012	0.71529	1.0	9539	4	0.23973	0.16706	0.39523	0.934857	9166	9	0.23973
FAM218A	18	0.20014	0.72279	1.0	9540	4	0.37404	0.013995	0.054523	0.39336	2956	10	0.37404
hsa-mir-6737	12	0.20026	0.65311	1.0	9541	4	-0.016425	0.99773	0.99552	1.0	20524	1	-0.016425
STYK1	16	0.2003	0.70283	1.0	9542	3	0.065436	0.25883	0.53708	1.0	11215	7	0.065436
CPSF4L	18	0.20037	0.72304	1.0	9543	8	-0.1387	0.96259	0.98864	1.0	19966	3	-0.1387
IBA57	18	0.20039	0.72304	1.0	9544	6	-0.054474	0.17909	0.41847	0.952509	9451	6	-0.054474
TRAF3IP2	17	0.20043	0.71551	1.0	9545	7	0.049808	0.084981	0.24718	0.778255	6763	7	0.049808
CD47	18	0.2005	0.72304	1.0	9546	5	0.78407	0.0070041	0.031895	0.314838	2161	10	0.78407
CAMK1D	18	0.20055	0.72323	1.0	9547	8	-0.13975	0.21407	0.48857	1.0	10260	8	-0.13975
EHF	18	0.20061	0.72341	1.0	9548	5	0.40538	0.013734	0.053292	0.38947	2931	11	0.40538
EBNA1BP2	18	0.20066	0.7235	1.0	9549	7	-0.20277	0.8038	0.93803	1.0	18279	2	-0.20277
ZNF345	18	0.2007	0.7235	1.0	9550	5	-0.0098388	0.5736	0.82508	1.0	15761	7	-0.0098388
hsa-mir-432	12	0.20071	0.65326	1.0	9551	4	-0.058318	0.49107	0.72779	1.0	14722	4	-0.058318
PIGH	18	0.20079	0.7235	1.0	9552	7	-0.025057	0.91587	0.97562	1.0	19430	3	-0.025057
SOX6	17	0.2008	0.71607	1.0	9553	5	0.35574	0.019901	0.0737	0.45771	3492	9	0.35574
ROR2	16	0.20089	0.70324	1.0	9554	6	0.026163	0.57385	0.81155	1.0	15764	4	0.026163
hsa-mir-938	10	0.20094	0.60933	1.0	9555	2	0.29264	0.25017	0.47657	1.0	11023	5	0.29264
GABARAPL1	18	0.20097	0.72372	1.0	9556	4	0.097882	0.17697	0.41579	0.952082	9396	8	0.097882
SMPX	18	0.20101	0.72372	1.0	9557	5	0.67867	0.0034498	0.02041	0.274854	1562	11	0.67867
ACTA2	17	0.20104	0.71637	1.0	9558	7	-0.037374	0.19943	0.46184	0.99743	9914	5	-0.037374
TRIM64B	18	0.20108	0.72372	1.0	9559	6	0.41263	0.0086634	0.037476	0.335288	2381	11	0.41263
HIST1H1D	15	0.20113	0.69612	1.0	9560	7	-0.2811	0.47059	0.73603	1.0	14440	5	-0.2811
P2RY14	16	0.2012	0.70363	1.0	9561	6	-0.083672	0.13437	0.33734	0.87834	8390	6	-0.083672
RALBP1	18	0.2012	0.72417	1.0	9562	2	0.21444	0.11678	0.30824	0.844887	7842	9	0.21444
TTC16	18	0.20121	0.72417	1.0	9563	8	-0.13874	0.54934	0.8083	1.0	15428	5	-0.13874
MSTN	17	0.20123	0.71647	1.0	9564	4	0.23263	0.14868	0.36609	0.908925	8732	8	0.23263
SETDB1	17	0.20123	0.71647	1.0	9565	4	0.13273	0.037679	0.13165	0.607786	4671	8	0.13273
SLC39A7	15	0.20126	0.69612	1.0	9566	5	-0.14275	0.74752	0.9024	1.0	17724	4	-0.14275
NMT1	18	0.20139	0.72417	1.0	9567	6	0.09038	0.40453	0.69941	1.0	13550	7	0.09038
PTBP2	18	0.20145	0.72417	1.0	9568	6	0.53858	0.056378	0.18301	0.689168	5671	10	0.53858
HIST2H2AC	17	0.20153	0.71657	1.0	9569	6	0.40105	0.0062814	0.028973	0.304577	2053	9	0.40105
LIPA	17	0.20153	0.71657	1.0	9570	6	0.40607	0.021887	0.080553	0.476379	3649	9	0.40607
hsa-mir-4796	12	0.20154	0.65326	1.0	9571	3	0.36378	0.048507	0.14547	0.63303	5270	7	0.36378
ARHGAP1	18	0.20154	0.7243	1.0	9572	4	0.14261	0.038334	0.13673	0.617424	4715	9	0.14261
RTKN	18	0.20155	0.7243	1.0	9573	6	-0.1023	0.92824	0.97846	1.0	19555	4	-0.1023
SLC13A2	18	0.20158	0.7243	1.0	9574	6	0.19782	0.23618	0.51161	1.0	10717	9	0.19782
VPRBP	18	0.2016	0.7243	1.0	9575	8	0.3095	0.010381	0.042748	0.353915	2589	9	0.3095
LRTM1	17	0.20161	0.71666	1.0	9576	5	-0.00031063	0.30177	0.595	1.0	11939	5	-0.00031063
TIPARP	18	0.20166	0.7243	1.0	9577	5	-0.13052	0.66923	0.87699	1.0	16874	5	-0.13052
JMJD4	18	0.2017	0.7243	1.0	9578	7	0.11493	0.22371	0.49785	1.0	10453	9	0.11493
TMEM254	17	0.20176	0.71675	1.0	9579	7	0.20835	0.05337	0.1699	0.667669	5545	9	0.20835
SIGLEC10	18	0.20176	0.7243	1.0	9580	8	-0.25421	0.76016	0.92059	1.0	17848	4	-0.25421
ITGA5	18	0.20181	0.7243	1.0	9581	8	-0.26485	0.69534	0.8898	1.0	17147	5	-0.26485
SCGB1A1	18	0.20183	0.7243	1.0	9582	4	0.10256	0.14138	0.35864	0.90015	8559	9	0.10256
PCED1A	17	0.20189	0.71675	1.0	9583	7	-0.15436	0.90558	0.96949	1.0	19345	3	-0.15436
SERPINB13	17	0.2019	0.71675	1.0	9584	7	0.51792	0.0005867	0.0081627	0.22619	743	9	0.51792
GABPB1	18	0.20193	0.7244	1.0	9585	8	0.06336	0.10613	0.28746	0.828799	7454	7	0.06336
TREM2	18	0.20196	0.72465	1.0	9586	6	0.22029	0.33817	0.63759	1.0	12547	8	0.22029
hsa-mir-549a	12	0.20197	0.65363	1.0	9587	2	0.54374	0.032928	0.10763	0.552446	4364	6	0.54374
STARD3NL	18	0.20198	0.725	1.0	9588	4	0.19209	0.13151	0.34409	0.8836	8309	9	0.19209
CTLA4	18	0.20203	0.725	1.0	9589	5	0.064985	0.62519	0.85667	1.0	16407	6	0.064985
TIMM17A	18	0.20205	0.725	1.0	9590	8	-0.014228	0.34023	0.64084	1.0	12586	6	-0.014228
DPYD	18	0.20208	0.725	1.0	9591	8	0.092769	0.047949	0.16301	0.661512	5246	9	0.092769
MN1	18	0.2022	0.7251	1.0	9592	7	-0.057432	0.69916	0.89153	1.0	17184	6	-0.057432
DCAKD	18	0.20233	0.7251	1.0	9593	8	-0.12569	0.59845	0.84167	1.0	16058	5	-0.12569
IL13	18	0.20235	0.7251	1.0	9594	6	-0.069622	0.33846	0.63782	1.0	12552	7	-0.069622
CCDC68	18	0.20236	0.7251	1.0	9595	7	-0.062484	0.29695	0.59412	1.0	11852	6	-0.062484
FLRT2	18	0.2024	0.7251	1.0	9596	5	0.1862	0.4096	0.70438	1.0	13624	8	0.1862
SBNO1	17	0.2024	0.71898	1.0	9597	4	0.47812	0.008975	0.037596	0.335288	2419	12	0.47812
TRIM8	15	0.20244	0.69787	1.0	9598	5	-0.08091	0.94636	0.97899	1.0	19764	2	-0.08091
OCIAD2	18	0.20246	0.7251	1.0	9599	7	-0.10552	0.78016	0.92882	1.0	18077	6	-0.10552
RACGAP1	16	0.20246	0.70444	1.0	9600	5	0.05372	0.01224	0.046631	0.367647	2779	6	0.05372
hsa-mir-548m	11	0.20254	0.62783	1.0	9601	3	0.097728	0.34895	0.60001	1.0	12740	5	0.097728
RAPGEF4	18	0.20257	0.72591	1.0	9602	8	0.0019116	0.82627	0.94455	1.0	18487	5	0.0019116
KRT14	16	0.20258	0.70459	1.0	9603	6	0.017169	0.20935	0.46656	1.0	10144	6	0.017169
ADCY1	18	0.20258	0.72591	1.0	9604	7	-0.10468	0.2671	0.56048	1.0	11344	6	-0.10468
TFE3	18	0.20259	0.72591	1.0	9605	5	0.13473	0.31353	0.61201	1.0	12146	8	0.13473
RPL35A	16	0.20264	0.70459	1.0	9606	6	-0.10979	0.067305	0.19983	0.715137	6111	6	-0.10979
SMIM12	18	0.20268	0.72608	1.0	9607	5	0.25606	0.044602	0.15319	0.644961	5069	10	0.25606
ZNF668	16	0.20269	0.70459	1.0	9608	3	0.13582	0.32048	0.60243	1.0	12268	6	0.13582
HMGB3	17	0.20272	0.71922	1.0	9609	7	-0.066039	0.025655	0.09389	0.521056	3906	4	-0.066039
PPM1B	18	0.20281	0.72608	1.0	9610	6	0.16432	0.19886	0.46108	0.997241	9899	9	0.16432
RSL1D1	18	0.20306	0.72665	1.0	9611	4	0.38907	0.047026	0.16114	0.660106	5196	9	0.38907
GINS4	18	0.20311	0.72665	1.0	9612	7	0.36513	0.089994	0.25827	0.799333	6933	9	0.36513
FAM63B	18	0.20314	0.72665	1.0	9613	6	0.21077	0.40908	0.7031	1.0	13616	8	0.21077
GRAMD3	18	0.20317	0.72665	1.0	9614	8	-0.15937	0.30332	0.60052	1.0	11965	7	-0.15937
ST8SIA1	18	0.20318	0.72693	1.0	9615	7	-0.071605	0.45298	0.73967	1.0	14201	7	-0.071605
ATP1A4	18	0.20318	0.72693	1.0	9616	7	0.063455	0.19439	0.44732	0.98223	9795	9	0.063455
PRR5L	17	0.20322	0.71938	1.0	9617	5	0.1371	0.4867	0.76139	1.0	14664	7	0.1371
PLEKHM3	18	0.20339	0.72723	1.0	9618	4	0.042362	0.22149	0.49606	1.0	10403	7	0.042362
RNF39	18	0.20339	0.72723	1.0	9619	8	-0.121	0.23062	0.50642	1.0	10598	7	-0.121
AUH	18	0.2035	0.72732	1.0	9620	6	0.10445	0.007984	0.035292	0.329045	2292	8	0.10445
DVL1	18	0.2035	0.72732	1.0	9621	7	-0.054236	0.82412	0.94419	1.0	18458	5	-0.054236
FDPS	18	0.20356	0.7276	1.0	9622	8	-0.054042	0.77931	0.9285	1.0	18064	6	-0.054042
CTSL2	12	0.20363	0.65486	1.0	9623	5	-0.097522	0.52465	0.75375	1.0	15113	3	-0.097522
SH3PXD2B	17	0.20377	0.72005	1.0	9624	7	0.083732	0.080827	0.23233	0.755613	6623	7	0.083732
EPHX1	18	0.20379	0.72894	1.0	9625	6	0.2031	0.17833	0.41846	0.952509	9425	9	0.2031
FAM43B	18	0.2038	0.72894	1.0	9626	8	-0.081533	0.514	0.78576	1.0	14992	5	-0.081533
RPL37A	15	0.20381	0.69953	1.0	9627	5	0.18224	0.26134	0.53339	1.0	11266	5	0.18224
hsa-mir-6858	12	0.20386	0.65499	1.0	9628	5	-0.15233	0.88322	0.94649	1.0	19101	2	-0.15233
DCAF17	16	0.20387	0.70588	1.0	9629	5	-0.089709	0.19198	0.44303	0.978214	9751	6	-0.089709
WDR52	17	0.20388	0.72014	1.0	9630	6	0.20529	0.063474	0.19532	0.707464	5958	9	0.20529
DNAH11	18	0.20389	0.72894	1.0	9631	8	-0.29412	0.90442	0.97334	1.0	19335	2	-0.29412
hsa-mir-4758	12	0.20394	0.65499	1.0	9632	5	-0.21805	0.73532	0.8802	1.0	17600	3	-0.21805
ANKLE2	16	0.20395	0.706	1.0	9633	7	0.20344	0.048556	0.15733	0.655006	5273	8	0.20344
AP2A2	18	0.20402	0.72894	1.0	9634	7	-0.12095	0.20576	0.47326	1.0	10069	4	-0.12095
PFDN4	18	0.20404	0.72894	1.0	9635	4	0.32723	0.11118	0.29786	0.837411	7654	10	0.32723
PRIM1	15	0.20406	0.70029	1.0	9636	6	-0.23014	0.0022832	0.014091	0.24259	1290	4	-0.23014
TPM2	16	0.2044	0.70628	1.0	9637	5	-0.17987	0.99468	0.99655	1.0	20426	2	-0.17987
AKR1A1	18	0.20443	0.72959	1.0	9638	7	-0.053131	0.49764	0.77536	1.0	14797	6	-0.053131
OSR2	18	0.20444	0.72959	1.0	9639	6	-0.080837	0.84627	0.95232	1.0	18681	3	-0.080837
hsa-mir-487a	12	0.20452	0.65542	1.0	9640	4	0.018167	0.019741	0.067723	0.438417	3481	4	0.018167
ALPK3	17	0.20452	0.72065	1.0	9641	7	-0.059518	0.19998	0.46232	0.998085	9924	5	-0.059518
RGCC	18	0.20453	0.72959	1.0	9642	7	-0.05297	0.10018	0.27842	0.820723	7276	5	-0.05297
SEMA4G	18	0.20454	0.72959	1.0	9643	6	0.0095849	0.0083953	0.036527	0.332842	2344	8	0.0095849
HK3	18	0.20454	0.72959	1.0	9644	8	-0.20276	0.56503	0.81663	1.0	15627	6	-0.20276
ENPP3	18	0.20454	0.72959	1.0	9645	7	-0.18055	0.68412	0.88349	1.0	17026	6	-0.18055
PLG	18	0.20457	0.72959	1.0	9646	8	-0.26689	0.39141	0.68773	1.0	13358	4	-0.26689
ATP5A1	18	0.2046	0.72959	1.0	9647	8	-0.17229	0.46727	0.75152	1.0	14392	5	-0.17229
LSM14A	18	0.20466	0.72959	1.0	9648	4	0.11792	0.42729	0.71769	1.0	13868	7	0.11792
MYL1	18	0.20476	0.72959	1.0	9649	6	0.14964	0.085044	0.24276	0.773228	6765	8	0.14964
SLC12A7	17	0.20478	0.72153	1.0	9650	6	0.13739	0.090679	0.26023	0.803582	6956	9	0.13739
hsa-mir-6877	11	0.20486	0.63021	1.0	9651	5	-0.078926	0.18355	0.39877	0.93668	9547	4	-0.078926
CLEC4G	18	0.20499	0.73064	1.0	9652	7	-0.059794	0.67556	0.87981	1.0	16939	5	-0.059794
IKZF2	18	0.205	0.73064	1.0	9653	6	-0.044606	0.78613	0.93172	1.0	18127	6	-0.044606
ZFHX2	18	0.20507	0.73072	1.0	9654	5	0.0777	0.082381	0.23513	0.759939	6676	7	0.0777
SAMD9L	17	0.2051	0.72178	1.0	9655	4	0.008682	0.60031	0.83461	1.0	16079	6	0.008682
CBR3	17	0.20512	0.72178	1.0	9656	6	-0.044654	0.054751	0.17209	0.671467	5602	7	-0.044654
GTF3A	18	0.20513	0.73072	1.0	9657	6	0.30726	0.13835	0.3539	0.893059	8487	9	0.30726
PDCD2L	18	0.20517	0.73098	1.0	9658	6	-0.0033431	0.44818	0.73575	1.0	14137	5	-0.0033431
CD1A	18	0.20531	0.73133	1.0	9659	7	0.045193	0.88161	0.96442	1.0	19084	4	0.045193
DIAPH2	18	0.20532	0.73133	1.0	9660	7	0.39964	0.06183	0.19444	0.706056	5906	10	0.39964
BUB1B	16	0.20532	0.70713	1.0	9661	3	0.14814	0.39672	0.679	1.0	13427	7	0.14814
AMACR	18	0.20532	0.73133	1.0	9662	5	0.23831	0.12385	0.32548	0.863459	8072	8	0.23831
hsa-mir-3118-1	3	0.20534	0.40738	1.0	9663	2	-0.8474	0.84563	0.80701	1.0	18676	0	-0.8474
NPY2R	16	0.20536	0.70713	1.0	9664	5	0.12234	0.18591	0.43014	0.965374	9596	6	0.12234
PNPLA7	18	0.20537	0.73143	1.0	9665	6	0.31756	0.0031739	0.019164	0.269564	1496	10	0.31756
GRPR	18	0.2055	0.73154	1.0	9666	6	-0.035755	0.42399	0.71411	1.0	13816	7	-0.035755
KLHL18	18	0.20559	0.73165	1.0	9667	6	0.0034188	0.33782	0.63759	1.0	12541	7	0.0034188
NKX2-4	18	0.2056	0.73165	1.0	9668	7	-0.12861	0.96853	0.99037	1.0	20037	3	-0.12861
CT45A6	15	0.20562	0.70174	1.0	9669	6	0.00068494	0.25729	0.52827	1.0	11180	6	0.00068494
hsa-mir-4493	10	0.20563	0.61388	1.0	9670	3	0.11136	0.40804	0.64199	1.0	13601	3	0.11136
GABRA5	16	0.20565	0.70732	1.0	9671	7	0.18154	0.44357	0.72422	1.0	14080	7	0.18154
KRTAP2-2	6	0.20568	0.51952	1.0	9672	2	0.10102	0.10825	0.23623	0.761709	7547	3	0.10102
