id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
NCOA6	15	0.27407	0.49356	0.812753	12992	8	-0.62318	0.77339	0.95989	1.0	19044	3	-0.62318
SNX20	16	0.2741	0.50273	0.812753	12993	8	-0.39747	0.93033	0.99193	1.0	20161	3	-0.39747
DLL3	9	0.27423	0.42812	0.812753	12994	3	1.5678	0.01786	0.086442	1.0	2066	6	1.5678
GHRH	18	0.27432	0.52636	0.813415	12995	8	0.21359	0.056687	0.26451	1.0	4685	9	0.21359
APOC3	18	0.27432	0.52636	0.813415	12996	8	-0.14916	0.23983	0.64074	1.0	11270	8	-0.14916
GPD1	16	0.27433	0.50273	0.812753	12997	7	-0.0034133	0.4302	0.81037	1.0	15086	6	-0.0034133
GALNT8	14	0.27442	0.48941	0.812753	12998	5	-0.014401	0.58947	0.8855	1.0	17262	5	-0.014401
HNRNPLL	9	0.2745	0.42829	0.812753	12999	5	-0.71984	0.45319	0.7602	1.0	15415	3	-0.71984
hsa-mir-1323	9	0.2745	0.42829	0.812753	13000	4	-0.43582	0.28292	0.60084	1.0	12278	3	-0.43582
FMNL3	14	0.2745	0.48941	0.812753	13001	7	-0.39648	0.1532	0.47434	1.0	8749	5	-0.39648
SIX6	17	0.27452	0.52169	0.813415	13002	5	0.60066	0.058784	0.26927	1.0	4799	10	0.60066
GCK	18	0.27453	0.52636	0.813415	13003	9	-0.39497	0.21812	0.60712	1.0	10676	7	-0.39497
IFNA17	10	0.27457	0.44107	0.812753	13004	5	-0.45677	0.60078	0.86635	1.0	17392	3	-0.45677
UBE2V1	14	0.27461	0.48941	0.812753	13005	7	-0.42284	0.14879	0.46872	1.0	8610	5	-0.42284
C9orf163	14	0.27461	0.48941	0.812753	13006	5	0.18724	0.46848	0.82376	1.0	15657	6	0.18724
AHSP	12	0.27464	0.47009	0.812753	13007	3	0.61075	0.005671	0.034332	0.908854	871	7	0.61075
CD70	18	0.27476	0.52636	0.813415	13008	9	-0.58962	0.91972	0.99185	1.0	20095	4	-0.58962
SLC25A18	18	0.27476	0.52636	0.813415	13009	5	0.16267	0.37594	0.78091	1.0	14146	8	0.16267
MEIS1	14	0.27491	0.48949	0.812753	13010	7	-0.49109	0.34056	0.71955	1.0	13473	4	-0.49109
IFT57	12	0.27499	0.47017	0.812753	13011	6	-0.17476	0.35262	0.71265	1.0	13728	5	-0.17476
METTL2B	12	0.27499	0.47017	0.812753	13012	5	0.14072	0.011319	0.065388	1.0	1461	6	0.14072
VAMP1	18	0.27516	0.52638	0.813415	13013	8	-0.41007	0.6442	0.92978	1.0	17834	5	-0.41007
SMIM3	16	0.27519	0.50289	0.812753	13014	5	0.63691	0.010937	0.073346	1.0	1419	10	0.63691
NSMCE2	16	0.27519	0.50289	0.812753	13015	4	0.76251	0.011553	0.076582	1.0	1482	11	0.76251
GPR115	11	0.27521	0.45626	0.812753	13016	5	0.61344	0.1314	0.40104	1.0	8010	6	0.61344
LONRF2	15	0.27521	0.49534	0.812753	13017	5	0.13517	0.40827	0.78382	1.0	14731	6	0.13517
PLEKHG4B	15	0.27521	0.49534	0.812753	13018	6	0.14543	0.34583	0.7326	1.0	13597	5	0.14543
TFG	13	0.27525	0.4863	0.812753	13019	3	0.91839	0.038892	0.18255	1.0	3624	8	0.91839
MTMR9	18	0.27528	0.52811	0.813438	13020	4	0.54113	0.067057	0.30149	1.0	5247	10	0.54113
LIPE	12	0.27531	0.47024	0.812753	13021	5	0.55401	0.12578	0.40352	1.0	7814	6	0.55401
ZNF620	18	0.27535	0.52984	0.813458	13022	9	-0.52515	0.91165	0.991	1.0	20032	4	-0.52515
SYNE2	17	0.27548	0.52171	0.813415	13023	6	0.38295	0.066907	0.30183	1.0	5233	8	0.38295
BMP4	17	0.27549	0.52172	0.813415	13024	7	0.53542	0.086566	0.35838	1.0	6160	9	0.53542
TTC8	14	0.27557	0.49018	0.812753	13025	5	0.18948	0.16243	0.48804	1.0	9069	7	0.18948
FRMPD2	14	0.27557	0.49018	0.812753	13026	6	-0.14616	0.1748	0.50406	1.0	9454	6	-0.14616
hsa-mir-4513	11	0.27564	0.45811	0.812753	13027	5	0.41059	0.21574	0.54352	1.0	10618	6	0.41059
SSR4	12	0.27572	0.47099	0.812753	13028	6	-0.6858	0.54891	0.85863	1.0	16749	3	-0.6858
MAGEA2B	15	0.27573	0.49567	0.812753	13029	6	-0.087731	0.33328	0.72129	1.0	13320	5	-0.087731
DAPL1	18	0.27592	0.52994	0.813458	13030	7	-0.057996	0.35985	0.76523	1.0	13860	7	-0.057996
TAOK1	14	0.27598	0.49019	0.812753	13031	5	0.51307	0.016608	0.097076	1.0	1952	7	0.51307
S1PR1	16	0.27605	0.50322	0.812753	13032	6	0.47425	0.13772	0.46488	1.0	8220	8	0.47425
DHX29	10	0.27611	0.44189	0.812753	13033	5	-0.57375	0.024492	0.1142	1.0	2626	4	-0.57375
INO80D	18	0.27622	0.53032	0.813458	13034	7	-0.38258	0.49647	0.85978	1.0	16063	7	-0.38258
BRD7	13	0.27629	0.48687	0.812753	13035	6	-0.39799	0.14166	0.43665	1.0	8377	6	-0.39799
HLA-A	17	0.27644	0.52216	0.813415	13036	4	0.35363	0.10327	0.39116	1.0	6906	8	0.35363
CTNNA3	18	0.27651	0.53086	0.813458	13037	8	-0.11987	0.13007	0.45981	1.0	7962	7	-0.11987
hsa-mir-6804	8	0.27652	0.40833	0.812753	13038	4	-0.99214	0.81325	0.92954	1.0	19352	2	-0.99214
MED26	15	0.27661	0.49912	0.812753	13039	7	-0.29092	0.41071	0.78513	1.0	14771	5	-0.29092
NPC1L1	18	0.27666	0.53086	0.813458	13040	6	-0.077735	0.69498	0.9458	1.0	18359	5	-0.077735
OCM2	16	0.27669	0.50331	0.812753	13041	8	-0.35118	0.75995	0.95717	1.0	18938	3	-0.35118
CGA	15	0.27673	0.4993	0.812753	13042	7	-0.40562	0.459	0.81801	1.0	15509	3	-0.40562
EMR1	16	0.27673	0.50331	0.812753	13043	8	-0.29528	0.52108	0.86468	1.0	16391	6	-0.29528
C19orf38	15	0.27679	0.4993	0.812753	13044	4	0.52779	0.095425	0.35819	1.0	6566	8	0.52779
STEAP1	11	0.27681	0.45858	0.812753	13045	4	0.31997	0.26171	0.60478	1.0	11800	5	0.31997
HTN3	8	0.27681	0.40872	0.812753	13046	3	0.38725	0.051288	0.19131	1.0	4391	4	0.38725
B3GAT3	15	0.27683	0.4993	0.812753	13047	7	0.41756	0.32724	0.71554	1.0	13207	7	0.41756
SEL1L2	15	0.27686	0.4993	0.812753	13048	6	-0.35951	0.10898	0.38786	1.0	7134	6	-0.35951
METTL4	14	0.27688	0.49026	0.812753	13049	7	-0.48613	0.59469	0.88868	1.0	17328	5	-0.48613
KRTAP10-3	18	0.27693	0.53112	0.813458	13050	8	0.077415	0.50739	0.86733	1.0	16193	7	0.077415
NUDT22	15	0.27694	0.49931	0.812753	13051	6	0.060502	0.27008	0.64574	1.0	11990	5	0.060502
SPON2	15	0.27694	0.49931	0.812753	13052	5	0.067409	0.098479	0.36786	1.0	6700	5	0.067409
TTLL12	18	0.27696	0.53129	0.813464	13053	9	-0.35612	0.78887	0.96996	1.0	19156	4	-0.35612
UNC93B1	17	0.27698	0.52249	0.813415	13054	8	-0.14579	0.078301	0.33698	1.0	5799	8	-0.14579
TMEM156	14	0.27706	0.49052	0.812753	13055	7	0.0098928	0.0061465	0.041228	0.942021	934	7	0.0098928
ING3	14	0.27706	0.49052	0.812753	13056	6	0.33103	0.12285	0.41679	1.0	7704	7	0.33103
ZNF254	6	0.27709	0.38253	0.812753	13057	2	1.4373	0.025169	0.096674	1.0	2681	4	1.4373
SAMD9L	13	0.2772	0.48733	0.812753	13058	4	0.60946	0.1307	0.41633	1.0	7987	7	0.60946
FAM127A	13	0.2772	0.48733	0.812753	13059	5	0.87198	0.040627	0.18623	1.0	3738	7	0.87198
CLDN19	16	0.27721	0.50333	0.812753	13060	7	-0.31111	0.05672	0.25979	1.0	4687	7	-0.31111
CKAP5	17	0.27722	0.52249	0.813415	13061	7	1.0114	0.028643	0.15861	1.0	2934	9	1.0114
GLDC	11	0.27725	0.45885	0.812753	13062	6	-0.45104	0.22256	0.55814	1.0	10800	3	-0.45104
IL17D	15	0.27726	0.49949	0.812753	13063	7	-0.020677	0.0048467	0.035005	0.912087	777	7	-0.020677
TRAPPC13	15	0.27727	0.49979	0.812753	13064	4	0.99753	0.02412	0.12898	1.0	2591	10	0.99753
RYR2	15	0.27727	0.49979	0.812753	13065	7	0.1663	0.20757	0.56952	1.0	10401	7	0.1663
SEMA6A	13	0.27732	0.48748	0.812753	13066	6	0.28714	0.18038	0.51091	1.0	9619	6	0.28714
METTL24	18	0.27733	0.53129	0.813464	13067	9	-0.55466	0.69658	0.94632	1.0	18370	6	-0.55466
FAM9C	16	0.27738	0.50339	0.812753	13068	6	0.30468	0.086498	0.34448	1.0	6156	7	0.30468
TMEM59L	16	0.27738	0.50339	0.812753	13069	6	0.27041	0.2913	0.68171	1.0	12459	7	0.27041
IFNA2	18	0.27749	0.53136	0.813464	13070	6	0.25107	0.56914	0.90149	1.0	17018	7	0.25107
MAP4K3	7	0.2775	0.39412	0.812753	13071	3	-0.30753	0.026369	0.106	1.0	2789	2	-0.30753
hsa-mir-3614	10	0.27753	0.44205	0.812753	13072	3	1.2061	0.0015716	0.010868	0.795833	326	7	1.2061
C20orf197	15	0.27758	0.50048	0.812753	13073	4	0.27028	0.14837	0.47207	1.0	8598	7	0.27028
STON2	15	0.27758	0.50048	0.812753	13074	7	-0.37279	0.077373	0.31807	1.0	5746	6	-0.37279
LRP5L	17	0.2776	0.52256	0.813415	13075	6	-0.40685	0.93298	0.99292	1.0	20181	4	-0.40685
RWDD2A	17	0.2776	0.52256	0.813415	13076	6	0.23986	0.029905	0.168	1.0	3022	8	0.23986
hsa-mir-3156-1	1	0.27761	0.1629	0.812753	13077	1	-5.2481	0.72239	0.8371	1.0	18621	0	-5.2481
TF	18	0.27761	0.53143	0.813465	13078	7	-0.21053	0.46616	0.84152	1.0	15617	6	-0.21053
IGSF5	14	0.27768	0.4909	0.812753	13079	6	0.064301	0.024455	0.12929	1.0	2624	3	0.064301
KIN	14	0.27768	0.4909	0.812753	13080	6	-0.0028192	0.020821	0.11232	1.0	2326	6	-0.0028192
SLC4A2	16	0.27769	0.50343	0.812753	13081	7	-0.15695	0.37399	0.76581	1.0	14109	5	-0.15695
P2RY14	15	0.27769	0.50048	0.812753	13082	5	0.38217	0.039935	0.19511	1.0	3682	9	0.38217
PNOC	15	0.27769	0.50048	0.812753	13083	7	0.40993	0.24811	0.61698	1.0	11455	7	0.40993
B9D2	15	0.27769	0.50048	0.812753	13084	6	-0.020024	0.15255	0.4802	1.0	8731	7	-0.020024
OR6N2	15	0.27769	0.50048	0.812753	13085	5	1.3074	0.00044897	0.0042566	0.718436	118	9	1.3074
GPR135	17	0.27775	0.52299	0.813415	13086	2	0.56548	0.01642	0.10072	1.0	1935	11	0.56548
MRPL15	17	0.27775	0.52299	0.813415	13087	5	0.52622	0.062725	0.28419	1.0	4990	10	0.52622
PLGRKT	17	0.27775	0.52299	0.813415	13088	6	-0.15301	0.41124	0.79866	1.0	14776	6	-0.15301
hsa-mir-6785	6	0.27777	0.38303	0.812753	13089	3	-0.20685	0.73156	0.87341	1.0	18712	1	-0.20685
RPS3A	10	0.27779	0.44336	0.812753	13090	4	0.63047	0.041736	0.17658	1.0	3817	5	0.63047
TMEM150B	18	0.2778	0.53179	0.81352	13091	7	0.31262	0.1457	0.48789	1.0	8508	9	0.31262
UBAP1	16	0.27793	0.50343	0.812753	13092	5	-0.034471	0.33941	0.73175	1.0	13452	7	-0.034471
MAK	11	0.27796	0.45887	0.812753	13093	5	-0.19098	0.064112	0.24885	1.0	5067	5	-0.19098
SERF1B	9	0.27797	0.43049	0.812753	13094	2	0.56576	0.087245	0.29539	1.0	6183	6	0.56576
hsa-mir-6852	12	0.278	0.47261	0.812753	13095	5	0.11714	0.29075	0.65235	1.0	12446	5	0.11714
RNASET2	13	0.27812	0.4879	0.812753	13096	5	0.11808	0.34348	0.7117	1.0	13543	4	0.11808
FAM89B	16	0.27815	0.50343	0.812753	13097	8	-0.37015	0.70789	0.94165	1.0	18493	4	-0.37015
ZNF707	14	0.27818	0.492	0.812753	13098	6	0.078364	0.50194	0.84787	1.0	16125	5	0.078364
LYZL6	17	0.27825	0.52333	0.813415	13099	8	-0.42726	0.019178	0.11716	1.0	2197	8	-0.42726
KIAA0430	17	0.2783	0.52333	0.813415	13100	6	0.9042	0.025829	0.14515	1.0	2744	9	0.9042
GOLGA4	17	0.2783	0.52333	0.813415	13101	7	0.4528	0.13512	0.4593	1.0	8142	9	0.4528
WDPCP	12	0.27831	0.47291	0.812753	13102	3	0.54545	0.10088	0.34963	1.0	6798	7	0.54545
PCDHB12	18	0.27841	0.53224	0.81352	13103	2	0.37006	0.16976	0.52771	1.0	9299	9	0.37006
ZNF736	13	0.27859	0.48826	0.812753	13104	7	-0.51709	0.65494	0.91066	1.0	17951	4	-0.51709
hsa-mir-302e	11	0.27867	0.46125	0.812753	13105	5	-0.093577	0.4442	0.7864	1.0	15272	3	-0.093577
hsa-mir-4711	11	0.27871	0.46132	0.812753	13106	5	-0.020067	0.027413	0.13524	1.0	2850	4	-0.020067
OSM	11	0.27871	0.46132	0.812753	13107	5	0.21424	0.1577	0.44214	1.0	8913	5	0.21424
TNFRSF18	18	0.27872	0.53224	0.81352	13108	9	-0.16916	0.28644	0.69007	1.0	12362	7	-0.16916
ZNF568	17	0.27872	0.52365	0.813415	13109	8	-0.40872	0.29088	0.68683	1.0	12450	5	-0.40872
APLN	18	0.27873	0.53224	0.81352	13110	9	-0.36635	0.011266	0.081658	1.0	1455	4	-0.36635
hsa-mir-6715b	12	0.27878	0.47353	0.812753	13111	6	-0.51892	0.97736	0.99507	1.0	20452	1	-0.51892
ASZ1	15	0.27878	0.50082	0.812753	13112	3	0.18972	0.068345	0.2915	1.0	5321	6	0.18972
SNCB	15	0.27878	0.50082	0.812753	13113	7	-0.13394	0.53461	0.86883	1.0	16569	4	-0.13394
C9orf66	16	0.27887	0.50344	0.812753	13114	2	0.83604	0.0019692	0.016265	0.814657	392	12	0.83604
PREB	16	0.27887	0.50344	0.812753	13115	7	0.33828	0.1401	0.46837	1.0	8324	8	0.33828
PTPLAD1	15	0.27897	0.50144	0.812753	13116	6	-0.26323	0.42071	0.79045	1.0	14933	3	-0.26323
ITGA7	14	0.27899	0.49286	0.812753	13117	4	0.14954	0.40845	0.7731	1.0	14734	6	0.14954
MMS22L	11	0.279	0.46155	0.812753	13118	6	-0.64701	0.018902	0.097847	1.0	2173	5	-0.64701
PRDM10	16	0.27902	0.50346	0.812753	13119	6	0.41013	0.028151	0.15152	1.0	2895	8	0.41013
CGGBP1	16	0.27902	0.50346	0.812753	13120	7	-0.14043	0.45033	0.82593	1.0	15369	5	-0.14043
FOXF2	14	0.27904	0.49286	0.812753	13121	7	-0.71702	0.11808	0.40669	1.0	7523	5	-0.71702
CYB561D2	18	0.27905	0.53224	0.81352	13122	6	-0.010256	0.29828	0.70122	1.0	12602	7	-0.010256
TRIM29	18	0.27905	0.53224	0.81352	13123	8	-0.17056	0.54192	0.88672	1.0	16662	5	-0.17056
PRKCD	13	0.27916	0.48893	0.812753	13124	4	0.88791	0.013002	0.07225	1.0	1627	9	0.88791
CASP10	18	0.2792	0.53224	0.81352	13125	5	0.38878	0.11157	0.41966	1.0	7241	8	0.38878
TMEM198	17	0.2792	0.52366	0.813415	13126	7	0.1302	0.53552	0.88112	1.0	16580	6	0.1302
VCAM1	14	0.27929	0.49294	0.812753	13127	6	0.059692	0.61283	0.89502	1.0	17544	4	0.059692
TMEFF1	18	0.27931	0.53224	0.81352	13128	8	-0.17221	0.47982	0.85005	1.0	15817	7	-0.17221
CX3CL1	15	0.27954	0.50208	0.812753	13129	7	-0.4166	0.91201	0.98823	1.0	20037	2	-0.4166
LTB	15	0.27954	0.50225	0.812753	13130	6	0.60917	0.095086	0.35726	1.0	6546	8	0.60917
hsa-mir-3169	7	0.27957	0.39821	0.812753	13131	4	-0.90631	0.16483	0.40553	1.0	9143	2	-0.90631
ARMC9	13	0.27961	0.48895	0.812753	13132	6	-0.016388	0.040373	0.18613	1.0	3722	5	-0.016388
PRLH	15	0.27976	0.50269	0.812753	13133	4	0.82244	0.0030397	0.022763	0.871435	544	8	0.82244
NSUN5	12	0.27982	0.47515	0.812753	13134	6	-0.56092	0.17194	0.48681	1.0	9376	5	-0.56092
CDCA8	7	0.27987	0.39828	0.812753	13135	4	-0.77553	0.343	0.63192	1.0	13529	3	-0.77553
RGS19	15	0.27991	0.50272	0.812753	13136	7	0.31701	0.084586	0.3354	1.0	6074	6	0.31701
KIAA1161	18	0.27996	0.53225	0.81352	13137	9	-0.27972	0.25516	0.6549	1.0	11635	7	-0.27972
KRT73	13	0.28007	0.48896	0.812753	13138	6	-0.03431	0.21293	0.5619	1.0	10548	5	-0.03431
ARHGAP36	18	0.28019	0.53228	0.81352	13139	9	-0.53856	0.77459	0.96789	1.0	19054	2	-0.53856
TAF2	14	0.28021	0.4938	0.812753	13140	7	-0.72433	0.2808	0.66349	1.0	12221	6	-0.72433
NARG2	10	0.28025	0.44396	0.812753	13141	5	-0.69525	0.31621	0.65371	1.0	12989	5	-0.69525
hsa-mir-370	12	0.28026	0.47551	0.812753	13142	6	-0.34202	0.12168	0.39738	1.0	7667	3	-0.34202
DESI2	12	0.28026	0.47551	0.812753	13143	5	0.032782	0.29682	0.65848	1.0	12573	5	0.032782
GLT8D2	12	0.28026	0.47551	0.812753	13144	3	1.0009	0.0029691	0.021057	0.856445	526	8	1.0009
ZNF197	15	0.28033	0.50275	0.812753	13145	7	-0.18636	0.039593	0.19366	1.0	3665	7	-0.18636
SLC17A1	16	0.28042	0.50358	0.812753	13146	7	0.29269	0.36253	0.75533	1.0	13898	6	0.29269
PCDHB13	16	0.28044	0.50375	0.812753	13147	7	0.11279	0.20085	0.56468	1.0	10209	8	0.11279
GIGYF1	17	0.2805	0.52408	0.813415	13148	5	0.12744	0.48876	0.85243	1.0	15959	7	0.12744
MOGS	17	0.2805	0.52408	0.813415	13149	6	0.18915	0.22516	0.60618	1.0	10876	8	0.18915
WFS1	15	0.28056	0.50363	0.812753	13150	4	-0.070256	0.67022	0.92374	1.0	18102	5	-0.070256
URGCP-MRPS24	15	0.28056	0.50363	0.812753	13151	4	0.43271	0.22434	0.58847	1.0	10850	7	0.43271
HIST1H2BL	14	0.28059	0.4938	0.812753	13152	7	-0.091446	0.035213	0.17412	1.0	3387	7	-0.091446
FCAR	17	0.28062	0.52442	0.813415	13153	8	-0.40238	0.035895	0.18471	1.0	3440	7	-0.40238
DCUN1D2	15	0.28073	0.50463	0.812753	13154	8	-0.46537	0.11313	0.39811	1.0	7310	5	-0.46537
ZNF510	11	0.28089	0.46266	0.812753	13155	5	0.82924	0.034455	0.15801	1.0	3341	6	0.82924
BEND2	12	0.28093	0.47741	0.812753	13156	6	-0.37149	0.50268	0.82874	1.0	16135	4	-0.37149
MLL4	16	0.28094	0.504	0.812753	13157	6	0.027444	0.42852	0.80934	1.0	15060	6	0.027444
ANKRD35	18	0.28096	0.53254	0.81352	13158	4	1.1151	0.00022553	0.0026089	0.63078	77	12	1.1151
RASGRP3	17	0.28099	0.52452	0.813415	13159	6	0.31601	0.18489	0.55549	1.0	9739	7	0.31601
HSD17B1	16	0.28104	0.504	0.812753	13160	8	-0.41051	0.69752	0.93885	1.0	18383	5	-0.41051
GNA12	17	0.28111	0.52452	0.813415	13161	3	0.61553	0.0096061	0.070484	1.0	1280	11	0.61553
ANKRD55	17	0.28111	0.52452	0.813415	13162	7	-0.12011	0.73706	0.9552	1.0	18766	5	-0.12011
IGSF22	15	0.28113	0.50463	0.812753	13163	5	0.095586	0.31612	0.70314	1.0	12982	7	0.095586
CCDC90B	12	0.28115	0.47742	0.812753	13164	6	0.065287	0.1333	0.41944	1.0	8083	6	0.065287
FLVCR1	12	0.28118	0.47742	0.812753	13165	5	0.64684	0.10307	0.35346	1.0	6897	6	0.64684
VWA9	12	0.28119	0.47811	0.812753	13166	2	0.73136	0.037874	0.17357	1.0	3554	8	0.73136
TNRC6B	13	0.2813	0.48969	0.812753	13167	6	0.2531	0.20556	0.55071	1.0	10343	7	0.2531
KRTAP13-2	18	0.28147	0.53262	0.81352	13168	6	0.10321	0.28871	0.69172	1.0	12396	6	0.10321
BACH2	18	0.28154	0.53263	0.81352	13169	8	-0.16808	0.53869	0.88526	1.0	16616	6	-0.16808
OCEL1	15	0.28169	0.50547	0.813098	13170	7	-0.093779	0.83213	0.97164	1.0	19494	4	-0.093779
OR1G1	15	0.28169	0.50547	0.813098	13171	6	0.15173	0.29608	0.68038	1.0	12556	6	0.15173
hsa-mir-604	10	0.28171	0.44575	0.812753	13172	2	0.2454	0.19074	0.48778	1.0	9922	5	0.2454
PTK7	15	0.28178	0.50563	0.813098	13173	5	0.022718	0.68118	0.92804	1.0	18219	5	0.022718
GRAP2	15	0.28178	0.50563	0.813098	13174	5	0.37389	0.12432	0.42595	1.0	7766	8	0.37389
DNAH2	15	0.28178	0.50563	0.813098	13175	3	0.42412	0.061809	0.2752	1.0	4953	9	0.42412
HEY2	9	0.28179	0.43364	0.812753	13176	4	0.1396	0.33896	0.6638	1.0	13446	4	0.1396
HLA-F	18	0.28192	0.53271	0.81352	13177	9	-0.55438	0.22256	0.61171	1.0	10799	7	-0.55438
RNF133	14	0.28202	0.49523	0.812753	13178	6	-0.18229	0.46167	0.81854	1.0	15548	5	-0.18229
RABL2A	13	0.28206	0.48993	0.812753	13179	4	0.45591	0.17729	0.50611	1.0	9520	7	0.45591
PIM2	13	0.2821	0.48993	0.812753	13180	6	-0.23205	0.46305	0.81075	1.0	15577	3	-0.23205
FUT5	17	0.28211	0.52457	0.813415	13181	8	-0.14608	0.32427	0.72932	1.0	13148	6	-0.14608
ZC3H18	15	0.28213	0.50565	0.813098	13182	7	-0.015348	0.1999	0.56048	1.0	10190	5	-0.015348
EIF3B	11	0.28215	0.4664	0.812753	13183	5	0.21923	0.041637	0.18177	1.0	3810	5	0.21923
MREG	16	0.2822	0.50409	0.812753	13184	8	-0.3561	0.46723	0.83507	1.0	15636	6	-0.3561
MAGEA3	18	0.28222	0.53279	0.81352	13185	9	-0.49161	0.4827	0.85097	1.0	15873	7	-0.49161
DPH2	15	0.2823	0.50565	0.813098	13186	8	-0.50132	0.24079	0.60904	1.0	11288	4	-0.50132
hsa-mir-378d-2	9	0.2824	0.43394	0.812753	13187	3	1.1382	0.033272	0.14268	1.0	3261	5	1.1382
ZNF20	9	0.2824	0.43394	0.812753	13188	3	1.1454	0.037279	0.15448	1.0	3533	5	1.1454
MON1A	14	0.28241	0.49607	0.812753	13189	4	0.077276	0.32625	0.70678	1.0	13185	4	0.077276
ATP10A	17	0.2826	0.52465	0.813415	13190	8	0.31208	0.24707	0.63521	1.0	11427	8	0.31208
DACT3	16	0.2826	0.50424	0.812753	13191	5	0.21593	0.15604	0.49426	1.0	8844	7	0.21593
LPPR1	9	0.28261	0.43405	0.812753	13192	4	-0.51856	0.98469	0.99096	1.0	20498	1	-0.51856
MSH5	15	0.28263	0.50569	0.813098	13193	2	0.53093	0.074632	0.30865	1.0	5639	9	0.53093
GJC1	17	0.28264	0.52465	0.813415	13194	8	-0.28401	0.64846	0.92792	1.0	17878	4	-0.28401
COPG2	16	0.28268	0.5044	0.812753	13195	7	-0.17401	0.00034157	0.0034783	0.671986	98	7	-0.17401
DNM2	11	0.28273	0.46674	0.812753	13196	4	0.70093	0.0036571	0.023287	0.874173	628	7	0.70093
hsa-mir-2355	11	0.28281	0.46674	0.812753	13197	6	-0.54782	0.33077	0.67289	1.0	13280	4	-0.54782
hsa-mir-3199-2	12	0.28282	0.47967	0.812753	13198	5	0.071734	0.11794	0.3874	1.0	7517	6	0.071734
SLC25A15	16	0.28283	0.50525	0.813098	13199	5	0.29275	0.42717	0.80795	1.0	15041	7	0.29275
KRTAP16-1	18	0.28284	0.53473	0.814574	13200	8	-0.2025	0.52514	0.87878	1.0	16455	6	-0.2025
ALOX12	18	0.28295	0.53563	0.814772	13201	5	0.32748	0.056689	0.26451	1.0	4686	8	0.32748
PALM3	18	0.28299	0.5365	0.814772	13202	5	0.46725	0.036707	0.19342	1.0	3494	9	0.46725
C11orf21	17	0.28306	0.52465	0.813415	13203	6	0.49976	0.22226	0.60103	1.0	10789	8	0.49976
CIDEA	17	0.28306	0.52465	0.813415	13204	6	0.14464	0.23226	0.61726	1.0	11082	8	0.14464
KCNA10	17	0.28306	0.52465	0.813415	13205	7	0.30596	0.26313	0.65486	1.0	11834	8	0.30596
CYP4Z1	17	0.28306	0.52465	0.813415	13206	5	0.55407	0.047722	0.22786	1.0	4183	10	0.55407
SEPW1	11	0.28308	0.46689	0.812753	13207	6	-0.4871	0.20428	0.51939	1.0	10307	4	-0.4871
SCRN1	17	0.28313	0.5247	0.813415	13208	6	0.32834	0.1438	0.47892	1.0	8448	9	0.32834
SCML1	14	0.28329	0.49622	0.812753	13209	7	-0.44214	0.078237	0.30483	1.0	5797	5	-0.44214
ELF1	11	0.2834	0.46723	0.812753	13210	5	-0.25622	0.94984	0.98707	1.0	20290	2	-0.25622
SLC16A1	15	0.28345	0.50605	0.813098	13211	7	0.3055	0.48692	0.83705	1.0	15935	6	0.3055
VAV3	18	0.28346	0.53652	0.814772	13212	4	1.0628	0.0047294	0.037368	0.934554	759	11	1.0628
MYOD1	16	0.28348	0.50609	0.813098	13213	6	0.028128	0.70507	0.94106	1.0	18460	5	0.028128
PMEL	14	0.28357	0.49697	0.812753	13214	4	0.80054	0.014981	0.088009	1.0	1813	9	0.80054
APIP	10	0.28362	0.44665	0.812753	13215	4	0.16241	0.015107	0.07608	1.0	1833	4	0.16241
TMEM207	15	0.28373	0.5079	0.813415	13216	6	0.32807	0.025769	0.13887	1.0	2737	8	0.32807
NELL2	15	0.28373	0.5079	0.813415	13217	7	0.55679	0.15352	0.48182	1.0	8756	8	0.55679
STUB1	15	0.28373	0.5079	0.813415	13218	6	0.3787	0.18462	0.53558	1.0	9735	8	0.3787
RIMKLB	15	0.28373	0.5079	0.813415	13219	7	0.53689	0.028631	0.15323	1.0	2933	8	0.53689
CWF19L1	15	0.28373	0.5079	0.813415	13220	6	0.024963	0.40243	0.78064	1.0	14618	6	0.024963
AGBL4	15	0.28373	0.5079	0.813415	13221	7	-0.11922	0.85691	0.9769	1.0	19695	4	-0.11922
SLC24A1	15	0.28377	0.50794	0.813415	13222	6	0.14234	0.41469	0.78709	1.0	14825	6	0.14234
APOO	14	0.28392	0.49809	0.812753	13223	5	0.22405	0.11402	0.40162	1.0	7343	5	0.22405
C3orf55	16	0.28393	0.5061	0.813098	13224	6	0.497	0.12254	0.43222	1.0	7694	8	0.497
ZNF695	16	0.28393	0.5061	0.813098	13225	7	-0.31102	0.55382	0.8825	1.0	16815	5	-0.31102
STAR	10	0.28394	0.4468	0.812753	13226	5	-0.58276	0.30384	0.63831	1.0	12731	3	-0.58276
ZNF546	15	0.28395	0.50994	0.813415	13227	5	-0.14451	0.2582	0.62698	1.0	11712	5	-0.14451
MAPKAP1	14	0.28401	0.49831	0.812753	13228	6	-0.21126	0.52706	0.85956	1.0	16476	5	-0.21126
LOX	18	0.28409	0.53661	0.814772	13229	6	-0.12591	0.43067	0.82212	1.0	15092	7	-0.12591
NFIX	18	0.28415	0.53661	0.814772	13230	9	-0.37907	0.3904	0.79379	1.0	14410	6	-0.37907
